NODE,SWIP,PORT,TOKYTHUAT,TRAM,MACSHT
4G-TTU002M-LAN,10.81.5.87,23,Thủ Thừa,Trạm Long Thạnh,CSHT_LAN_00242
2G_TTU002M_LAN,E1,E1,Thủ Thừa,Trạm Long Thạnh,CSHT_LAN_00242
UL_BLU017M_LAN,10.81.5.103,2,Bến Lức,Trạm Lương Bình,CSHT_LAN_00029
2G_BLU017M_LAN,10.81.5.103,3,Bến Lức,Trạm Lương Bình,CSHT_LAN_00029
3G_BLU019E_LAN,10.81.4.99,4,Bến Lức,Trạm Lương Hòa 2,CSHT_LAN_00202
UL_BLU019M_LAN,10.81.4.99,5,Bến Lức,Trạm Lương Hòa 2,CSHT_LAN_00202
2G_BLU019M_LAN,10.81.4.99,8,Bến Lức,Trạm Lương Hòa 2,CSHT_LAN_00202
UL_BLU018M_LAN,10.81.4.100,4,Bến Lức,Trạm Lương Hòa,CSHT_LAN_00243
2G_BLU018M_LAN,E1,E1,Bến Lức,Trạm Lương Hòa,CSHT_LAN_00243
UL_CGI019W_LAN,10.81.5.121,9,Cần Giuộc,Trạm Lưu Trú KCN Long Hậu,CSHT_LAN_00032
UL_DHO022M_LAN,10.81.4.244,7,Hậu Nghĩa,Trạm Minh Ngân-L3,CSHT_LAN_00283
2G_DHO022M_LAN,E1,E1,Hậu Nghĩa,Trạm Minh Ngân-L3,CSHT_LAN_00283
3G_TTU006M_LAN,10.81.5.16,9,Tân An 2,Trạm Mỹ An,CSHT_LAN_00028
4G-TTU006M-LAN,10.81.5.16,15,Tân An 2,Trạm Mỹ An,CSHT_LAN_00028
2G_TTU006M_LAN,E1,E1,Tân An 2,Trạm Mỹ An,CSHT_LAN_00028
SR_TTU007M_LAN,10.81.4.15,15,Tân An 2,Trạm Mỹ Bình,CSHT_LAN_00165
UL_DHO024M_LAN,10.81.4.77,4,Hậu Nghĩa,Trạm Mỹ Hạnh Bắc,CSHT_LAN_00129
UL_DHO701B_LAN,10.81.4.77,2,Hậu Nghĩa,Trạm Mỹ Hạnh Bắc,CSHT_LAN_00750
2G_DHO024M_LAN,E1,E1,Hậu Nghĩa,Trạm Mỹ Hạnh Bắc,CSHT_LAN_00129
3G_TTU008M_LAN,10.81.5.19,24,Tân An 2,Trạm Mỹ Phú,CSHT_LAN_00088
4G-TTU008M-LAN,10.81.5.19,23,Tân An 2,Trạm Mỹ Phú,CSHT_LAN_00088
2G_TTU008M_LAN,10.81.5.19,9,Tân An 2,Trạm Mỹ Phú,CSHT_LAN_00088
UL_DHU014M_LAN,10.81.5.166,3,Đức Huệ,Trạm Mỹ Quý Đông,CSHT_LAN_00173
2G_DHU014M_LAN,E1,E1,Đức Huệ,Trạm Mỹ Quý Đông,CSHT_LAN_00173
3G_DHU003M_LAN,10.81.4.175,3,Đức Huệ,Trạm Mỹ Quý Tây,CSHT_LAN_00151
4G-DHU003M-LAN,10.81.4.175,21,Đức Huệ,Trạm Mỹ Quý Tây,CSHT_LAN_00151
2G_DHU003M_LAN,E1,E1,Đức Huệ,Trạm Mỹ Quý Tây,CSHT_LAN_00151
3G_DHU015E_LAN,10.81.5.163,9,Đức Huệ,Trạm Mỹ Thạnh Bắc,CSHT_LAN_00137
3G_DHU015M_LAN,10.81.5.163,5,Đức Huệ,Trạm Mỹ Thạnh Bắc,CSHT_LAN_00137
4G-DHU015M-LAN,10.81.5.163,15,Đức Huệ,Trạm Mỹ Thạnh Bắc,CSHT_LAN_00137
2G_DHU015M_LAN,E1,E1,Đức Huệ,Trạm Mỹ Thạnh Bắc,CSHT_LAN_00137
3G_DHU005E_LAN,10.81.5.131,3,Đức Huệ,Trạm Mỹ Thạnh Đông B,CSHT_LAN_00046
3G_DHU005M_LAN,10.81.5.131,2,Đức Huệ,Trạm Mỹ Thạnh Đông B,CSHT_LAN_00046
4G-DHU005M-LAN,10.81.5.131,7,Đức Huệ,Trạm Mỹ Thạnh Đông B,CSHT_LAN_00046
2G_DHU005M_LAN,E1,E1,Đức Huệ,Trạm Mỹ Thạnh Đông B,CSHT_LAN_00046
UL_DHU016M_LAN,10.81.4.160,2,Đức Huệ,Trạm Mỹ Thạnh Tây,CSHT_LAN_00166
2G_DHU016M_LAN,E1,E1,Đức Huệ,Trạm Mỹ Thạnh Tây,CSHT_LAN_00166
3G_TTU009M_LAN,10.81.5.101,2,Thủ Thừa,Trạm Mỹ Thạnh,CSHT_LAN_00074
4G-TTU009M-LAN,10.81.5.101,11,Thủ Thừa,Trạm Mỹ Thạnh,CSHT_LAN_00074
2G_TTU009M_LAN,E1,E1,Thủ Thừa,Trạm Mỹ Thạnh,CSHT_LAN_00074
UL_DHO033M_LAN,10.81.5.74,19,Hậu Nghĩa,Trạm Ngã 4 Đức Lập,CSHT_LAN_00104
2G_DHO033M_LAN,E1,E1,Hậu Nghĩa,Trạm Ngã 4 Đức Lập,CSHT_LAN_00104
GL_BLU032E_LAN,10.81.4.84,20,Bến Lức,Trạm Nguyễn Văn Siêu,CSHT_LAN_00105
UL_BLU032M_LAN,10.81.4.87,7,Bến Lức,Trạm Nguyễn Văn Siêu,CSHT_LAN_00105
3G_TAN015M_LAN,10.81.5.211,5,Tân An,Trạm Nhà Thờ,CSHT_LAN_00225
GL_TAN015M_LAN,10.81.4.10,7,Tân An,Trạm Nhà Thờ,CSHT_LAN_00225
UL_TAN701B_LAN,10.81.4.239,21,Tân An,Trạm Nhà Thờ,CSHT_LAN_00673
SR_TTU011M_LAN,10.81.5.139,14,Thủ Thừa,Trạm Nhị Thành 2,CSHT_LAN_00216
3G_TTH011E_LAN,10.81.5.207,23,Tân Thạnh,Trạm Nhơn Ninh,CSHT_LAN_00260
3G_TTH011M_LAN,10.81.5.207,24,Tân Thạnh,Trạm Nhơn Ninh,CSHT_LAN_00260
4G-TTH011M-LAN,10.81.5.207,4,Tân Thạnh,Trạm Nhơn Ninh,CSHT_LAN_00260
2G_TTH011M_LAN,E1,E1,Tân Thạnh,Trạm Nhơn Ninh,CSHT_LAN_00260
3G_TAN017M_LAN,10.81.5.40,3,Tân An 2,Trạm Nhơn Thạnh Trung,CSHT_LAN_00170
GL_TAN017M_LAN,10.81.5.40,7,Tân An 2,Trạm Nhơn Thạnh Trung,CSHT_LAN_00170
SR_BLU021M_LAN,10.81.4.94,22,Bến Lức,Trạm Nhựt Chánh,CSHT_LAN_00109
2G_CGI018M_LAN,10.81.5.121,5,Cần Giuộc,Trạm PCCC KCN Long Hậu,CSHT_LAN_00042
UL_CGI018M_LAN,10.81.5.121,4,Cần Giuộc,Trạm PCCC KCN Long Hậu,CSHT_LAN_00042
UL_CGI702B_LAN,10.81.5.121,10,Cần Giuộc,Trạm PCCC KCN Long Hậu,CSHT_LAN_00660
3G_TAN016M_LAN,10.81.5.211,3,Tân An 2,Trạm Phú Nhơn,CSHT_LAN_00246
GL_TAN016M_LAN,10.81.5.242,2,Tân An 2,Trạm Phú Nhơn,CSHT_LAN_00246
SR_TTU012M_LAN,10.81.4.18,14,Tân An 2,Trạm Phường 2,CSHT_LAN_00177
3G_TAN018M_LAN,10.81.4.239,23,Tân An,Trạm Phường 4,CSHT_LAN_00227
GL_TAN018M_LAN,10.81.4.239,4,Tân An,Trạm Phường 4,CSHT_LAN_00227
UL_DHO026M_LAN,10.81.4.69,2,Hậu Nghĩa,Trạm So Đo,CSHT_LAN_00280
2G_DHO026M_LAN,E1,E1,Hậu Nghĩa,Trạm So Đo,CSHT_LAN_00280
3G_BLU023E_LAN,10.81.5.97,4,Bến Lức,Trạm Tân Hòa-H. Bến Lức - L1,CSHT_LAN_00206
UL_BLU023M_LAN,10.81.5.97,2,Bến Lức,Trạm Tân Hòa-H. Bến Lức - L1,CSHT_LAN_00206
2G_BLU023M_LAN,E1,E1,Bến Lức,Trạm Tân Hòa-H. Bến Lức - L1,CSHT_LAN_00206
UL_DHO027M_LAN,10.81.5.67,7,Hậu Nghĩa,Trạm Tân Mỹ,CSHT_LAN_00223
2G_DHO027M_LAN,E1,E1,Hậu Nghĩa,Trạm Tân Mỹ,CSHT_LAN_00223
3G_TTH015M_LAN,10.81.4.196,6,Tân Thạnh,Trạm Tân Ninh,CSHT_LAN_00139
4G-TTH015M-LAN,10.81.4.196,9,Tân Thạnh,Trạm Tân Ninh,CSHT_LAN_00139
UL_DHO007M_LAN,10.81.5.14,4,Hậu Nghĩa,Trạm Tân Phú,CSHT_LAN_00253
2G_DHO007M_LAN,E1,E1,Hậu Nghĩa,Trạm Tân Phú,CSHT_LAN_00253
SR_BLU033M_LAN,10.81.4.98,20,Bến Lức,Trạm Thái Kỳ,CSHT_LAN_00031
UL_BLU008M_LAN,10.81.5.107,19,Bến Lức,Trạm Thạnh Đức,CSHT_LAN_00274
2G_BLU008M_LAN,10.81.5.107,6,Bến Lức,Trạm Thạnh Đức,CSHT_LAN_00274
UL_BLU024M_LAN,10.81.4.107,17,Bến Lức,Trạm Thạnh Lợi,CSHT_LAN_00141
2G_BLU024M_LAN,E1,E1,Bến Lức,Trạm Thạnh Lợi,CSHT_LAN_00141
UL_BLU025M_LAN,10.81.4.98,23,Bến Lức,Trạm Thanh Phú,CSHT_LAN_00144
2G_BLU025M_LAN,10.81.4.98,2,Bến Lức,Trạm Thanh Phú,CSHT_LAN_00144
3G_DHU017M_LAN,10.81.4.166,16,Đức Huệ,Trạm Tho Mo,CSHT_LAN_00118
4G-DHU017M-LAN,10.81.4.166,11,Đức Huệ,Trạm Tho Mo,CSHT_LAN_00118
2G_DHU017M_LAN,E1,E1,Đức Huệ,Trạm Tho Mo,CSHT_LAN_00118
SR_TTU015M_LAN,10.81.4.110,13,Thủ Thừa,Trạm Thủ Thừa,CSHT_LAN_00192
SR_TAN026M_LAN,10.81.5.28,24,Tân An 2,Trạm Trần Minh Châu,CSHT_LAN_00058
3G_VHU005M_LAN,10.81.4.204,5,Vĩnh Hưng,Trạm Tuyên Bình,CSHT_LAN_00148
4G-VHU005M-LAN,10.81.4.204,21,Vĩnh Hưng,Trạm Tuyên Bình,CSHT_LAN_00148
2G_VHU005M_LAN,E1,E1,Vĩnh Hưng,Trạm Tuyên Bình,CSHT_LAN_00148
SR_TTU010W_LAN,10.81.4.117,6,Thủ Thừa,Trạm VHX Nhị Thành,CSHT_LAN_00009
UL_BLU702B_LAN,10.81.5.95,6,Bến Lức,Trạm Voi Lá,CSHT_LAN_00653
3G_TTR010M_LAN,10.81.4.247,24,Tân Trụ,Trạm VT An Nhựt Tân,CSHT_LAN_00194
4G-TTR010M-LAN,10.81.4.247,8,Tân Trụ,Trạm VT An Nhựt Tân,CSHT_LAN_00194
2G_TTR010M_LAN,E1,E1,Tân Trụ,Trạm VT An Nhựt Tân,CSHT_LAN_00194
UL_THO004M_LAN,10.81.5.161,8,Thạnh Hóa,Trạm VT BDVHX Thuận Bình,CSHT_LAN_00018
2G_THO004M_LAN,E1,E1,Thạnh Hóa,Trạm VT BDVHX Thuận Bình,CSHT_LAN_00018
UL_BLU700B_LAN,10.81.4.85,23,Bến Lức,Trạm VT Bến Lức,CSHT_LAN_00650
3G_KTU005M_LAN,10.81.4.179,24,Kiến Tường,Trạm VT Bình Hiệp,CSHT_LAN_00133
4G-KTU005M-LAN,10.81.4.179,21,Kiến Tường,Trạm VT Bình Hiệp,CSHT_LAN_00133
2G_KTU005M_LAN,E1,E1,Kiến Tường,Trạm VT Bình Hiệp,CSHT_LAN_00133
3G_MHO006M_LAN,10.81.5.174,24,Mộc Hóa,Trạm VT Bình Phong Thạnh,CSHT_LAN_00038
4G-MHO006M-LAN,10.81.4.49,9,Mộc Hóa,Trạm VT Bình Phong Thạnh,CSHT_LAN_00038
2G_MHO006M_LAN,E1,E1,Mộc Hóa,Trạm VT Bình Phong Thạnh,CSHT_LAN_00038
3G_VHU008M_LAN,10.81.5.244,5,Vĩnh Hưng,Trạm VT Bình Tứ,CSHT_LAN_00163
4G-VHU008M-LAN,10.81.5.244,4,Vĩnh Hưng,Trạm VT Bình Tứ,CSHT_LAN_00163
2G_VHU008M_LAN,E1,E1,Vĩnh Hưng,Trạm VT Bình Tứ,CSHT_LAN_00163
3G_CDU007M_LAN,10.81.4.120,23,Cần Đước,Trạm VT Cần Đước,CSHT_LAN_00115
UL_CDU700B_LAN,10.81.4.118,23,Cần Đước,Trạm VT Cần Đước,CSHT_LAN_00659
4G-CDU007M-LAN,10.81.4.120,13,Cần Đước,Trạm VT Cần Đước,CSHT_LAN_00115
2G_CDU007M_LAN,10.81.4.120,19,Cần Đước,Trạm VT Cần Đước,CSHT_LAN_00115
UL_CGI004M_LAN,10.81.4.139,24,Cần Giuộc,Trạm VT Cần Giuộc,CSHT_LAN_00229
2G_CGI004M_LAN,10.81.4.139,15,Cần Giuộc,Trạm VT Cần Giuộc,CSHT_LAN_00229
3G_CTH010M_LAN,10.81.4.221,23,Châu Thành,Trạm VT Châu Thành,CSHT_LAN_00146
4G-CTH010M-LAN,10.81.4.220,20,Châu Thành,Trạm VT Châu Thành,CSHT_LAN_00146
2G_CTH010M_LAN,E1,E1,Châu Thành,Trạm VT Châu Thành,CSHT_LAN_00146
UL_CGI006M_LAN,10.81.4.142,20,Cần Giuộc,Trạm VT Chợ Trạm,CSHT_LAN_00147
2G_CGI006M_LAN,10.81.4.142,2,Cần Giuộc,Trạm VT Chợ Trạm,CSHT_LAN_00147
3G_CGI007M_LAN,10.81.4.150,24,Cần Giuộc,Trạm VT Đông Thạnh,CSHT_LAN_00264
4G-CGI007M-LAN,10.81.4.150,18,Cần Giuộc,Trạm VT Đông Thạnh,CSHT_LAN_00264
2G_CGI007M_LAN,10.81.4.150,9,Cần Giuộc,Trạm VT Đông Thạnh,CSHT_LAN_00264
UL_BLU013M_LAN,10.81.4.91,23,Gò Đen,Trạm VT Gò Đen,CSHT_LAN_00001
2G_BLU013M_LAN,10.81.4.90,17,Gò Đen,Trạm VT Gò Đen,CSHT_LAN_00001
3G_TTH008E_LAN,10.81.4.209,1,Tân Thạnh,Trạm VT Hậu Thạnh Đông,CSHT_LAN_00045
3G_TTH008M_LAN,10.81.4.209,22,Tân Thạnh,Trạm VT Hậu Thạnh Đông,CSHT_LAN_00045
4G-TTH008M-LAN,10.81.4.209,23,Tân Thạnh,Trạm VT Hậu Thạnh Đông,CSHT_LAN_00045
2G_TTH008M_LAN,E1,E1,Tân Thạnh,Trạm VT Hậu Thạnh Đông,CSHT_LAN_00045
3G_THU004X_LAN,10.81.5.193,5,Tân Hưng,Trạm VT Hưng Điền B,CSHT_LAN_00154
3G_THU004M_LAN,10.81.5.193,3,Tân Hưng,Trạm VT Hưng Điền B,CSHT_LAN_00154
4G-THU004M-LAN,10.81.5.193,13,Tân Hưng,Trạm VT Hưng Điền B,CSHT_LAN_00154
UL_THU700B_LAN,10.81.5.193,11,Tân Hưng,Trạm VT Hưng Điền B,CSHT_LAN_00677
2G_THU004M_LAN,E1,E1,Tân Hưng,Trạm VT Hưng Điền B,CSHT_LAN_00154
3G_VHU009M_LAN,10.81.4.189,1,Vĩnh Hưng,Trạm VT Khánh Hưng,CSHT_LAN_00161
UL_VHU009M_LAN,10.81.4.189,10,Vĩnh Hưng,Trạm VT Khánh Hưng,CSHT_LAN_00161
2G_VHU009M_LAN,E1,E1,Vĩnh Hưng,Trạm VT Khánh Hưng,CSHT_LAN_00161
3G_KTU008M_LAN,10.81.4.170,22,Kiến Tường,Trạm VT Kiến Tường,CSHT_LAN_00182
4G-KTU008M-LAN,10.81.4.173,21,Kiến Tường,Trạm VT Kiến Tường,CSHT_LAN_00182
2G_KTU008M_LAN,E1,E1,Kiến Tường,Trạm VT Kiến Tường,CSHT_LAN_00182
3G_TTR004M_LAN,10.81.4.234,23,Tân Trụ,Trạm VT Lạc Tấn,CSHT_LAN_00269
4G-TTR004M-LAN,10.81.4.234,15,Tân Trụ,Trạm VT Lạc Tấn,CSHT_LAN_00269
2G_TTR004M_LAN,10.81.4.234,8,Tân Trụ,Trạm VT Lạc Tấn,CSHT_LAN_00269
3G_CDU009M_LAN,10.81.4.126,21,Cần Đước,Trạm VT Long Hựu Đông,CSHT_LAN_00020
4G-CDU009M-LAN,10.81.4.126,23,Cần Đước,Trạm VT Long Hựu Đông,CSHT_LAN_00020
2G_CDU009M_LAN,10.81.4.126,4,Cần Đước,Trạm VT Long Hựu Đông,CSHT_LAN_00020
3G_CGI700B_LAN,10.81.4.135,10,Cần Giuộc,Trạm VT Long Thượng,CSHT_LAN_00265
3G_CGI701B_LAN,10.81.4.135,15,Cần Giuộc,Trạm VT Long Thượng,CSHT_LAN_00265
3G_CGI016E_LAN,10.81.4.135,20,Cần Giuộc,Trạm VT Long Thượng,CSHT_LAN_00265
3G_CGI016M_LAN,10.81.4.135,21,Cần Giuộc,Trạm VT Long Thượng,CSHT_LAN_00265
4G-CGI016M-LAN,10.81.4.135,22,Cần Giuộc,Trạm VT Long Thượng,CSHT_LAN_00265
4G-CGI700B-LAN,10.81.4.135,14,Cần Giuộc,Trạm VT Long Thượng,CSHT_LAN_00662
4G-CGI701B-LAN,10.81.4.135,16,Cần Giuộc,Trạm VT Long Thượng,CSHT_LAN_00663
2G_CGI016M_LAN,10.81.4.135,12,Cần Giuộc,Trạm VT Long Thượng,CSHT_LAN_00265
3G_CTH006M_LAN,10.81.4.224,24,Châu Thành,Trạm VT Long Trì,CSHT_LAN_00091
4G-CTH006M-LAN,10.81.4.224,3,Châu Thành,Trạm VT Long Trì,CSHT_LAN_00091
2G_CTH006M_LAN,10.81.4.224,5,Châu Thành,Trạm VT Long Trì,CSHT_LAN_00091
3G_TTR005M_LAN,10.81.5.234,6,Tân Trụ,Trạm VT Nhựt Ninh,CSHT_LAN_00276
4G-TTR005M-LAN,10.81.5.234,23,Tân Trụ,Trạm VT Nhựt Ninh,CSHT_LAN_00276
2G_TTR005M_LAN,10.81.5.234,4,Tân Trụ,Trạm VT Nhựt Ninh,CSHT_LAN_00276
3G_CDU702B_LAN,10.81.4.123,10,Rạch Kiến,Trạm VT Phước Vân,CSHT_LAN_00658
4G-CDU702B-LAN,10.81.4.123,12,Rạch Kiến,Trạm VT Phước Vân,CSHT_LAN_00658
UL_CDU012M_LAN,10.81.4.123,5,Rạch Kiến,Trạm VT Phước Vân,CSHT_LAN_00696
2G_CDU012M_LAN,E1,E1,Rạch Kiến,Trạm VT Phước Vân,CSHT_LAN_00696
